Id,ACTION
1,0.6279407888347442
2,0.9980774981496279
3,0.9978002340787495
4,0.9690092199534106
5,0.9988774527614579
6,0.9856341335783751
7,0.9801840011322509
8,0.9982483852196028
9,0.7852669923185511
10,0.9788598858643663
11,0.9732367145392437
12,0.9625011235861174
13,0.9711302171887224
14,0.9057041044567081
15,0.940845806460597
16,0.9852424221383611
17,0.9366653809784719
18,0.9148916457840197
19,0.9934223973772099
20,0.9894755857122401
21,0.9912217398550534
22,0.9962271647042553
23,0.9174841353389525
24,0.9725011911161702
25,0.9864495351259187
26,0.9675305040641146
27,0.984216825694973
28,0.7558855682254498
29,0.9849497506063202
30,0.9663116463407166
31,0.9879842467665866
32,0.9643809312359277
33,0.9592125967269972
34,0.9747280197544382
35,0.9863616131357746
36,0.9956051685792852
37,0.944208260446262
38,0.9938733219802265
39,0.9404786210307572
40,0.9070895908446096
41,0.9563660271352382
42,0.9936786239539122
43,0.9707862909714138
44,0.9913684040896082
45,0.9771030179207676
46,0.9832492035914541
47,0.9980201294472251
48,0.9753655556227989
49,0.9979667241541902
50,0.9909462323271819
51,0.9621436435052731
52,0.989710727801539
53,0.9867157896031153
54,0.9959936341843542
55,0.8933043179459889
56,0.9027730813551422
57,0.986816001683946
58,0.9979271045851227
59,0.9884022911464357
60,0.9926669899372509
61,0.9986946422205327
62,0.7892382184770483
63,0.9772729187332172
64,0.9927318206508806
65,0.9926702313057949
66,0.9931846727425705
67,0.940212046958177
68,0.9914877250086374
69,0.9135432148463783
70,0.7892531272181837
71,0.892284404306726
72,0.9964646994404649
73,0.9864962191233637
74,0.9950625992904227
75,0.9914956273748422
76,0.9917929526954473
77,0.9807782749347633
78,0.8366950809403719
79,0.5916245701551621
80,0.9861642680369351
81,0.994072422246969
82,0.9852506057618211
83,0.9884207958408452
84,0.9949536527267054
85,0.9707949632000259
86,0.9246867926836839
87,0.9792122985803653
88,0.9937978586519001
89,0.9926271784526207
90,0.9031540682640058
91,0.9702738144864793
92,0.8703024773984489
93,0.997587999872885
94,0.8739083993851767
95,0.995882243706947
96,0.9522998511923936
97,0.6798267365276138
98,0.9757591606010521
99,0.9916017990333588
100,0.9942242044478494
101,0.9682009260416132
102,0.7237295450188816
103,0.9631465667877404
104,0.9681748468007428
105,0.5806253727877723
106,0.9827787147807946
107,0.9986955711183875
108,0.8962459025503599
109,0.9870187104908118
110,0.9865941975138269
111,0.8160269964525156
112,0.9710415179330187
113,0.9740728817643338
114,0.9919816719747805
115,0.9235596869867412
116,0.9840547739576092
117,0.992243111875552
118,0.993039667357244
119,0.9987415769351714
120,0.9867147481632922
121,0.9471435495141838
122,0.9741012818445081
123,0.9390913376889672
124,0.9094805157734163
125,0.9970515165558147
126,0.8656139265761811
127,0.8652385772277801
128,0.9407425746307057
129,0.8880658603127402
130,0.9698643980144026
131,0.9909447717572584
132,0.9832503127768752
133,0.9732190968114934
134,0.9091762948341081
135,0.9927332022030517
136,0.8644251687526758
137,0.9931797961026255
138,0.9835611407968878
139,0.8664999004724777
140,0.9971818422051754
141,0.9698730288215368
142,0.8756649567192937
143,0.9935135209221813
144,0.9938557085722175
145,0.9985780143033527
146,0.8265446034563431
147,0.905780142058461
148,0.9387183368117221
149,0.997355116669738
150,0.9915938827197235
151,0.9831873016226097
152,0.9343065393815512
153,0.9846504853227666
154,0.8847408115075456
155,0.9763621566660952
156,0.9492950531178062
157,0.9553046148594775
158,0.9615664343216642
159,0.9574687525069139
160,0.959541741942803
161,0.767056713891553
162,0.9603062823759566
163,0.9937244893372863
164,0.9667874608698506
165,0.9952224467912006
166,0.9995222027706606
167,0.9455649693901367
168,0.9791458121746334
169,0.9630888154461107
170,0.992575598262145
171,0.9810601124014011
172,0.9510159085865456
173,0.9863757952080501
174,0.9859268798588758
175,0.98471996621439
176,0.9933265906989527
177,0.8836269975028139
178,0.9970584967155063
179,0.9897436700387449
180,0.905780142058461
181,0.41150170505983114
182,0.9698643980144026
183,0.9819073262750566
184,0.7241238353364511
185,0.969288556747759
186,0.7707267794559853
187,0.9914408903615366
188,0.9761404006972736
189,0.6437876133149759
190,0.9804962851023995
191,0.9996812251197374
192,0.9601610874524374
193,0.998682413208954
194,0.9934612915908652
195,0.9885955858615552
196,0.9987497079931603
197,0.993663215995359
198,0.969767218459822
199,0.9785644764814474
200,0.5757259353993429
201,0.9708027418482522
202,0.9226517890765092
203,0.9407924301483525
204,0.9458899113851322
205,0.976668011981583
206,0.9637360196396467
207,0.9940256530632052
208,0.9510750309060542
209,0.8097452216702768
210,0.858041801466149
211,0.9549867343700947
212,0.9434818680249506
213,0.9996440447960961
214,0.9441296984394838
215,0.9836502823572412
216,0.9000737661522087
217,0.9772954471619825
218,0.9948840395496268
219,0.9938488917385908
220,0.9799591461141829
221,0.8212258030999511
222,0.9977040621840993
223,0.9942777192717219
224,0.9468459230843842
225,0.9905544233385981
226,0.8717377873005598
227,0.8777979178816079
228,0.9776794747187353
229,0.9993285655213756
230,0.9857021042191698
231,0.9511839931539159
232,0.8585300048083452
233,0.9613441608201857
234,0.5306589777216375
235,0.9603705604183069
236,0.9319311206837101
237,0.9864066605068806
238,0.9848187195059094
239,0.9569886243876875
240,0.9915549721560307
241,0.9823629406580293
242,0.7682115094880215
243,0.4814076558790177
244,0.9874587479910627
245,0.9720150513051257
246,0.9925054305009554
247,0.9510575679961443
